RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1885,15713479,Ozuluonye,1,0,1,1,6,2,1,0,0,0
1886,15663830,De Luca,0,1,1,1,6,2,1,1,0,0
1887,15566958,Li Fonti,1,1,1,1,7,1,1,1,0,0
1888,15680918,Freeman,1,1,1,1,8,1,1,0,1,0
1889,15663921,Pisani,0,0,1,2,7,2,1,1,2,0
1890,15716324,Ignatieff,1,0,0,1,9,1,1,1,1,0
1891,15796969,Lahti,2,0,1,1,4,2,1,1,1,0
1892,15574783,Perkins,1,0,0,1,1,2,1,1,2,0
1893,15773487,Conway,1,2,0,1,8,1,0,0,2,0
1894,15802486,Hayes,0,0,1,1,3,2,1,1,1,0
1895,15783398,Rizzo,0,1,0,2,7,1,1,0,1,0
1896,15649418,Krylov,2,0,0,1,7,2,1,1,1,0
1897,15604588,Li Fonti,2,1,0,1,3,2,0,1,2,0
1898,15735428,Talbot,1,1,0,1,0,2,0,0,1,0
1899,15629078,Matthias,2,2,0,2,5,1,1,1,2,1
1900,15806880,Boyle,1,1,0,1,6,1,1,1,1,0
1901,15754999,Ch'eng,0,0,0,1,8,1,1,1,1,0
1902,15781034,Mason,2,1,1,2,5,2,0,1,1,0
1903,15622017,Bruno,2,1,0,1,10,1,1,1,1,0
1904,15705885,Smeaton,2,1,1,1,2,2,1,1,0,0
1905,15677382,Miller,1,1,0,2,1,1,1,1,2,0
1906,15566843,Gotch,0,2,1,0,9,1,1,1,1,0
1907,15608387,Fu,2,0,0,1,4,2,1,0,1,0
1908,15810786,O'Toole,1,0,0,2,3,2,1,1,0,0
1909,15626983,Ledford,1,1,0,2,6,2,1,1,0,0
1910,15773605,Iadanza,1,1,0,1,3,2,1,0,0,0
1911,15811261,Alaniz,1,1,1,2,0,1,1,1,1,0
1912,15590606,Saunders,1,0,1,2,9,2,1,0,0,0
1913,15576644,Lin,1,2,0,1,4,1,1,0,1,1
1914,15750264,Pinto,2,2,1,1,6,2,1,1,1,0
1915,15741554,Streeter,2,1,1,1,2,1,1,1,2,0
1916,15769051,Shaw,0,1,1,1,7,1,0,1,2,0
1917,15812198,Chen,0,2,1,2,1,1,0,0,0,1
1918,15699772,Barclay,0,2,0,1,3,2,1,0,1,1
1919,15744105,Kodilinyechukwu,2,0,0,1,3,2,0,1,0,0
1920,15739858,Otitodilichukwu,1,0,1,2,7,1,1,1,1,1
1921,15723720,McKenzie,1,0,0,1,7,2,0,1,0,0
1922,15638355,Woods,1,0,0,1,5,1,0,0,2,1
1923,15805637,Hsing,1,0,1,1,9,3,1,0,1,1
1924,15629575,Wheare,1,0,1,1,2,1,1,0,2,1
1925,15586243,Yobachi,1,0,1,2,8,1,1,1,1,0
1926,15757931,Fang,2,0,1,1,3,2,1,0,2,0
1927,15716023,Pearson,1,0,1,1,1,2,0,1,2,0
1928,15647782,Brown,2,2,1,1,8,2,1,0,2,0
1929,15716609,L?,0,2,1,2,3,1,0,0,0,1
1930,15623791,Padovesi,1,1,0,1,3,1,1,0,1,0
1931,15627262,Soto,0,2,1,1,6,2,1,0,1,0
1932,15652693,Greco,0,0,0,1,4,1,0,0,2,1
1933,15586993,Giordano,1,1,0,2,5,2,1,1,0,0
1934,15815560,Bogle,1,2,1,2,7,1,1,1,0,0
1935,15584930,Grimmett,2,2,1,1,5,2,1,0,0,0
1936,15799031,Ayers,0,0,1,1,3,2,1,0,0,0
1937,15810457,Miller,2,2,0,1,9,2,1,0,2,0
1938,15697879,Webb,1,0,1,1,3,2,1,0,0,0
1939,15594902,Lombardi,0,0,1,1,3,1,0,1,2,0
1940,15799710,Wei,2,0,1,1,7,1,0,1,1,0
1941,15659651,Ross,0,2,0,1,7,1,1,0,1,1
1942,15645956,Jideofor,0,1,1,2,3,1,1,0,1,0
1943,15651713,King,1,0,1,2,6,1,1,0,2,0
1944,15737265,Nwokeocha,2,2,1,1,6,1,0,0,2,0
1945,15687310,Humphries,2,1,1,1,9,2,1,0,1,0
1946,15607347,Olisaemeka,2,0,1,1,5,1,0,0,1,1
1947,15698321,Yobanna,1,2,1,1,3,2,1,1,1,0
1948,15657812,Ch'iu,1,0,1,2,1,2,1,1,2,0
1949,15569187,Fleming,1,1,1,1,9,2,0,0,1,0
1950,15681562,Trevisan,0,0,0,2,2,2,1,1,1,0
1951,15615456,Aleksandrova,1,0,0,1,10,1,1,0,1,1
1952,15589793,Onwuamaeze,1,0,1,2,8,1,1,0,2,1
1953,15781884,Knox,1,2,1,1,9,2,0,1,0,0
1954,15675190,Chia,1,0,1,1,10,2,0,1,1,0
1955,15600734,Townsend,1,1,1,2,5,2,1,1,2,0
1956,15779176,Dike,0,2,0,2,3,3,0,1,1,1
1957,15605286,Moyes,0,0,1,2,4,2,1,1,1,1
1958,15674922,Beavers,1,0,1,2,6,1,1,1,2,1
1959,15737506,Tretiakova,1,0,1,2,6,1,0,0,2,0
1960,15780514,Fuller,1,0,1,1,8,1,1,0,1,0
1961,15623647,Dellucci,1,1,0,1,1,1,1,0,1,0
1962,15668472,Ritchie,1,1,0,1,5,2,0,0,1,0
1963,15692416,Aikenhead,0,1,0,2,8,3,1,0,1,1
1964,15771139,Douglas,0,2,1,1,8,2,1,0,1,0
1965,15738318,Kung,2,0,0,1,5,1,1,0,1,1
1966,15772243,MacDonald,1,0,0,1,9,1,0,0,1,1
1967,15638463,Okwudilichukwu,1,2,0,2,8,1,1,1,2,0
1968,15598088,Ni,0,1,1,1,5,2,1,1,2,0
1969,15693468,Simmons,0,1,0,1,9,1,0,0,0,0
1970,15671930,H?,1,0,0,1,5,2,1,1,1,0
1971,15762268,Hancock,1,0,0,2,10,1,1,0,0,0
1972,15780954,Cran,0,1,1,1,4,2,1,0,0,0
1973,15700174,McKay,2,1,0,1,0,1,0,0,1,0
1974,15635728,P'an,1,0,1,2,4,2,0,0,2,0
1975,15679283,Parkhill,1,0,0,1,4,2,1,0,2,0
1976,15591386,Golubova,1,0,0,1,5,2,1,0,1,0
1977,15694192,Nwankwo,1,1,0,1,6,2,0,0,2,0
1978,15585901,Johnson,1,1,1,1,1,3,0,0,2,1
1979,15792329,Mao,0,2,1,1,5,2,1,0,2,0
1980,15635597,Echezonachukwu,1,0,1,1,8,2,1,1,2,0
1981,15775880,McElyea,0,0,0,1,9,2,1,1,0,0
1982,15630913,Rosas,0,1,0,2,1,1,0,1,1,0
1983,15756680,Phillips,1,0,1,1,6,1,1,0,1,0
1984,15587913,Palerma,2,1,0,1,4,2,1,0,1,0
1985,15737605,Morris,0,1,0,2,1,2,1,1,2,0
1986,15627876,Pavlova,2,1,0,2,9,1,1,0,1,1
1987,15772601,Lu,2,2,0,2,2,2,0,0,2,0
1988,15758606,Yamamoto,2,0,1,2,4,1,0,1,1,1
1989,15657107,Angelo,0,1,0,2,8,1,1,0,2,1
1990,15622454,Zaitsev,1,1,1,1,0,1,1,1,1,0
1991,15775803,Cawker,2,1,1,2,1,2,0,1,2,0
1992,15570859,Froggatt,1,2,1,1,2,2,1,1,1,0
1993,15748381,Gorbunov,1,0,0,1,6,2,1,1,1,0
1994,15787189,Tai,2,2,1,2,8,3,0,0,2,1
1995,15666055,Rowe,1,0,0,2,7,1,1,0,1,1
1996,15617648,Mikkelsen,1,0,0,2,5,2,1,1,1,0
1997,15755678,Kovalyov,0,0,1,2,2,2,0,0,0,1
1998,15624781,Mbanefo,1,0,0,1,1,2,1,1,2,0
1999,15779497,Ts'ai,1,0,1,2,5,1,1,1,0,0
2000,15567399,Enderby,1,2,1,2,3,1,1,1,2,0
2001,15613656,Lombardi,2,0,1,2,1,1,1,1,1,0
2002,15734311,Hamilton,1,0,0,1,3,2,1,1,1,0
2003,15657214,Hsia,1,0,1,2,2,2,0,1,1,0
2004,15799350,Mao,1,0,1,2,0,1,0,1,1,0
2005,15729970,Ugochukwu,1,2,1,1,8,1,0,1,1,0
2006,15725835,West,2,2,0,1,3,2,0,1,1,1
2007,15745543,Hughes,1,0,1,1,7,2,1,0,0,0
2008,15727384,Chukwuemeka,1,2,0,2,10,1,0,1,0,1
2009,15666916,Lira,1,0,1,2,6,2,1,0,2,0
2010,15732917,Li,2,2,1,2,5,1,1,0,1,1
2011,15612050,Castiglione,0,1,0,2,8,1,1,1,2,0
2012,15726267,Paterson,0,0,1,1,9,2,0,1,1,0
2013,15780124,Blair,2,0,1,2,9,1,0,1,1,0
2014,15742238,Dellucci,1,2,1,1,4,2,1,0,1,0
2015,15679024,Udinesi,0,0,1,1,3,1,1,0,1,0
2016,15715297,Yuan,2,2,0,1,2,1,1,1,1,0
2017,15633612,Yuryeva,1,0,1,1,4,1,1,1,1,0
2018,15602929,Wilson,2,1,0,1,4,1,0,0,0,0
2019,15696703,Dean,1,2,1,1,3,2,1,0,1,0
2020,15756668,Ross,1,0,1,1,3,1,1,1,1,0
2021,15565779,Kent,1,2,0,1,6,1,1,0,2,0
2022,15795519,Vasiliev,1,2,0,0,3,1,0,0,2,0
2023,15761477,Golibe,0,2,1,1,4,2,1,0,1,0
2024,15731890,Chukwukere,1,0,1,2,1,1,0,1,2,0
2025,15633043,Fedorova,0,1,0,1,6,1,0,0,0,1
2026,15752953,Chien,1,0,1,2,9,2,0,0,0,0
2027,15603088,Rossi,0,1,0,1,9,2,0,1,0,0
2028,15606613,Samson,1,0,0,2,7,1,1,0,1,1
2029,15635939,Fenton,0,0,0,1,9,2,1,0,1,0
2030,15666043,Mackey,0,0,1,1,4,2,1,1,2,0
2031,15746190,Payton,1,1,0,1,2,2,0,1,1,0
2032,15591357,Cowger,2,0,1,2,3,1,1,1,1,0
2033,15658716,Banks,1,2,0,1,5,3,1,0,2,1
2034,15679909,Pugliesi,1,1,1,2,8,2,1,0,1,0
2035,15634262,Fantin,1,2,1,1,4,2,1,1,0,0
2036,15799825,Bentley,0,0,0,2,8,2,1,1,0,0
2037,15756875,Freeman,2,1,1,1,6,1,0,1,0,0
2038,15678146,Wong,1,1,0,1,7,1,0,0,1,1
2039,15710743,Onwuamaeze,1,0,1,2,0,1,1,1,1,1
2040,15595831,Shen,0,2,0,2,6,1,1,1,2,0
2041,15626684,Huang,0,0,0,1,5,1,0,1,2,0
2042,15709846,Yeh,2,0,0,1,1,1,1,0,1,0
2043,15635459,Shih,1,2,0,1,3,2,1,0,0,0
2044,15642544,Henderson,2,0,1,1,5,2,0,1,0,0
2045,15566494,Fang,0,0,1,2,2,2,1,0,1,0
2046,15655238,Dellucci,1,0,0,1,9,2,0,0,0,0
2047,15733429,Chou,0,2,1,1,8,2,1,1,0,0
2048,15814536,Conti,0,0,1,1,2,2,0,0,0,0
2049,15771702,Roberts,0,0,0,1,5,2,1,0,1,0
2050,15723008,Lo Duca,2,0,0,2,1,2,1,1,0,1
2051,15797160,Glover,0,0,0,2,8,1,1,1,2,1
2052,15792222,Johnstone,1,0,0,1,1,2,0,0,2,0
2053,15644765,Ashton,1,2,1,1,4,1,0,1,1,0
2054,15610686,Melton,2,0,1,2,8,1,0,0,2,1
2055,15730868,Marshall,2,0,1,2,5,2,1,1,0,0
2056,15705991,Kenenna,0,2,1,1,9,1,0,0,0,0
2057,15577078,Zakharov,0,1,1,1,6,1,1,1,2,1
2058,15679550,Chukwualuka,2,0,1,1,9,2,1,0,2,0
2059,15787655,Chu,1,0,1,2,3,2,1,0,2,0
2060,15668081,Capon,0,1,0,2,4,2,1,1,1,0
2061,15747980,Cattaneo,2,1,1,1,6,2,1,0,2,0
2062,15710295,Patrick,0,2,0,1,6,2,1,0,2,0
2063,15724443,Taylor,1,2,0,1,3,1,0,1,1,0
2064,15571305,Stephenson,1,2,0,1,1,1,1,0,2,1
2065,15569503,Yeh,2,0,1,2,6,2,1,1,2,0
2066,15581840,DeRose,1,0,1,1,8,2,1,0,1,0
2067,15772262,Vavilov,0,2,1,1,9,1,1,1,1,0
2068,15767794,Browne,2,0,1,1,9,1,1,1,1,0
2069,15629338,Collingridge de Tourcey,1,1,0,1,2,1,1,0,1,1
2070,15790379,Rowe,1,2,1,1,8,1,1,1,1,0
2071,15750684,Jibunoh,2,0,0,2,4,1,1,0,0,1
2072,15697214,Korovin,1,1,0,1,5,2,1,1,2,0
2073,15711015,Hammonds,2,0,1,1,4,2,1,1,2,0
2074,15573309,Ward,1,1,0,2,2,2,1,1,1,0
2075,15805303,Olisanugo,1,2,1,2,1,1,1,0,2,1
2076,15741385,Gallop,1,2,1,2,9,1,1,1,2,0
2077,15780254,Gartrell,1,0,1,1,6,1,0,0,2,1
2078,15744843,K'ung,0,1,0,1,6,1,0,0,2,0
2079,15815626,Oluchi,1,0,1,2,2,2,1,1,1,1
2080,15784736,Jamieson,0,0,1,2,6,1,1,0,0,0
2081,15813412,Barlow,2,0,0,2,3,1,1,0,1,1
2082,15809143,White,0,2,1,1,9,1,1,1,1,0
2083,15617617,Stewart,2,1,1,1,7,2,1,1,2,0
2084,15779738,Buccho,0,0,1,1,1,1,1,1,2,0
2085,15668669,Benson,0,0,0,1,5,1,1,0,1,1
2086,15687477,Thompson,1,2,1,1,5,1,1,0,0,0
2087,15578908,Todd,2,1,0,1,0,2,1,1,1,0
2088,15687658,Burgin,1,0,0,2,7,2,1,0,0,1
2089,15615020,Nnaife,1,2,0,2,9,2,0,1,1,0
2090,15608886,Okwudiliolisa,1,0,0,1,1,2,0,0,1,0
2091,15602551,Johnson,1,1,1,1,9,2,1,0,1,0
2092,15672945,Parkes,1,0,0,1,5,1,1,0,1,0
2093,15757408,Lo,1,1,1,1,3,3,0,1,1,1
2094,15806132,Martin,0,0,1,2,4,1,1,1,1,0
2095,15813022,Kapustina,0,1,1,2,1,2,0,0,1,0
2096,15673578,Page,1,2,0,1,7,2,1,0,0,0
2097,15757916,Amaechi,1,0,0,1,9,2,1,1,1,0
2098,15689168,Munro,0,1,1,1,1,2,0,1,1,0
2099,15769216,Panicucci,1,0,0,2,2,1,1,0,0,1
2100,15593295,Greathouse,0,0,1,2,6,1,1,1,1,0
2101,15804814,Ts'ui,2,0,1,1,4,2,1,0,1,0
2102,15778934,Napolitani,1,1,0,2,8,2,0,1,1,0
2103,15802351,Beers,2,2,0,1,6,2,1,1,0,0
2104,15630241,Tretyakova,1,0,1,2,3,1,1,1,2,0
2105,15719561,Lin,2,0,1,2,5,3,0,0,1,0
2106,15615096,Costa,0,0,0,1,7,2,1,1,0,0
2107,15659931,Ibezimako,1,2,0,2,1,1,1,0,1,1
2108,15714586,Marcelo,1,1,0,2,3,1,0,1,0,0
2109,15634949,Hay,1,2,1,2,5,2,1,1,1,0
2110,15589224,Moore,1,1,1,2,5,2,0,1,1,0
2111,15795990,Lumholtz,2,2,0,2,10,1,1,1,0,1
2112,15603216,Simpson,1,0,1,1,7,2,1,0,1,0
2113,15631201,Hill,0,1,0,1,4,2,1,0,0,0
2114,15686255,Mouzon,2,2,1,1,6,1,0,0,1,0
2115,15746594,Wu,2,1,1,1,8,1,1,0,1,0
2116,15718893,Pirozzi,0,2,0,2,4,1,1,0,1,1
2117,15671609,Ibeabuchi,1,0,1,2,7,2,1,0,0,0
2118,15652540,Garnsey,1,0,1,1,2,2,0,1,1,0
2119,15774857,Synnot,0,0,0,1,7,2,1,0,2,1
2120,15791836,Wildman,1,0,1,1,5,2,1,0,1,0
2121,15651554,Anenechukwu,1,2,0,2,4,1,1,1,1,1
2122,15583576,Tai,1,0,1,1,2,1,0,1,1,0
2123,15732740,Plant,2,1,0,1,9,1,0,0,0,0
2124,15723320,Azubuike,1,2,0,1,2,2,1,0,1,0
2125,15603851,Galkin,1,0,1,1,7,4,0,0,2,1
2126,15777923,Johnston,0,0,0,2,6,2,0,1,2,0
2127,15735719,Babbage,2,0,0,1,9,2,1,1,1,0
2128,15703482,Walker,1,2,1,1,9,2,1,0,1,0
2129,15605835,Rice,2,0,1,1,8,2,0,1,1,0
2130,15664881,Norton,1,0,1,1,4,1,1,0,1,0
2131,15757568,Bogolyubov,1,0,0,2,6,1,1,1,1,0
2132,15792660,Gibbons,1,0,1,1,2,1,1,0,1,0
2133,15599722,Chia,1,1,0,2,6,2,1,1,1,1
2134,15726354,Smith,1,0,0,1,6,1,1,0,2,0
2135,15610355,Hunter,1,0,1,2,1,1,1,0,1,0
2136,15704284,Ekechukwu,2,2,1,2,9,1,1,0,0,1
2137,15621893,Bellucci,2,0,1,0,4,1,1,1,0,0
2138,15588219,Ford,2,0,0,1,1,2,1,0,0,0
2139,15688619,Scott,2,1,1,2,3,2,1,1,2,0
2140,15765518,Gregson,1,0,0,2,2,1,1,0,0,1
2141,15616931,Moore,1,0,1,2,8,1,1,0,1,0
2142,15758372,Wallace,1,0,1,0,7,2,1,1,1,1
2143,15782591,Cook,1,0,1,1,6,1,1,0,2,0
2144,15612109,Speth,2,0,1,1,9,2,1,1,2,0
2145,15613712,Boag,1,1,1,1,1,2,1,0,1,0
2146,15639322,Grave,1,1,1,1,4,2,1,0,1,0
2147,15594349,Streeten,2,0,1,2,5,1,0,1,1,0
2148,15574167,Fox,1,0,1,1,2,1,1,1,2,0
2149,15811842,Artemyeva,1,1,1,1,7,2,1,1,0,0
2150,15648794,Giordano,2,1,1,2,4,1,1,0,0,1
2151,15771211,Perkins,1,0,1,1,10,1,0,1,0,0
2152,15588614,Walton,2,0,1,2,7,1,1,0,2,1
2153,15630698,Hay,2,0,0,2,9,1,0,1,1,1
2154,15694200,Gardner,1,0,1,1,8,1,0,0,1,1
2155,15721426,Milne,1,2,1,2,10,3,0,0,0,1
2156,15725997,She,1,0,0,1,6,1,1,0,0,0
2157,15762138,Hu,1,0,1,2,5,2,1,0,2,0
2158,15750649,Uwakwe,2,0,0,2,3,2,1,1,2,0
2159,15685706,Bird,2,0,0,1,7,1,1,1,2,0
2160,15641835,Anderson,1,0,1,2,3,1,0,1,1,0
2161,15586821,Bellew,2,0,1,1,5,2,0,1,0,0
2162,15569678,Cocci,0,2,1,1,6,1,1,0,1,0
2163,15793842,Krichauff,1,0,0,1,2,1,1,0,1,0
2164,15667554,Cameron,1,0,1,1,6,2,1,1,0,0
2165,15794479,Becker,2,1,1,2,8,1,1,1,2,0
2166,15585041,Ainsworth,0,0,1,1,7,2,0,1,2,0
2167,15780650,Biryukov,1,0,1,1,9,1,1,1,1,0
2168,15780846,Redding,2,0,1,1,1,2,0,1,1,0
2169,15805260,Wood,1,2,0,2,2,1,1,0,1,1
2170,15621629,Scott,2,2,1,2,8,2,1,1,0,0
2171,15662151,Gould,0,0,1,1,4,1,0,1,2,0
2172,15747174,Hao,0,2,1,2,9,2,1,1,2,0
2173,15651585,Power,1,2,1,1,2,1,1,1,1,0
2174,15649738,White,1,0,0,2,0,2,1,1,1,0
2175,15633108,Thorpe,1,0,1,1,4,1,1,0,2,0
2176,15769254,Tuan,2,2,0,1,9,2,0,0,2,0
2177,15704746,Inman,1,1,1,1,2,2,1,1,1,0
2178,15637644,Hanson,1,0,0,1,4,2,0,1,0,0
2179,15609562,MacDonald,2,1,0,2,1,1,1,0,0,0
2180,15787459,Parkes,2,1,1,1,3,1,0,0,1,0
2181,15762902,Stanley,1,0,0,2,7,2,0,1,0,0
2182,15738605,Fischer,1,2,0,2,5,1,1,1,0,1
2183,15724889,Chinweuba,1,1,1,1,9,1,0,1,1,0
2184,15730735,Henning,1,0,1,1,9,2,1,1,0,0
2185,15689147,Ogochukwu,1,0,0,1,1,2,1,0,1,0
2186,15730397,Narelle,2,1,1,1,1,1,1,1,2,0
2187,15762169,Bergman,0,2,1,1,9,2,1,0,1,1
2188,15589320,Sagese,1,1,1,1,8,1,1,1,1,0
2189,15799211,Anenechi,1,1,0,1,8,1,1,1,1,0
2190,15798310,Palerma,0,0,1,1,2,1,1,1,2,0
2191,15609998,Okwudilichukwu,1,2,0,2,5,1,1,0,1,1
2192,15583548,Harrison,0,1,0,2,6,1,1,0,1,1
2193,15761763,Jamieson,2,0,1,1,8,1,1,0,2,0
2194,15764409,Goodman,1,0,1,1,9,1,1,1,1,0
2195,15710161,Ko,2,0,0,1,2,2,1,1,2,0
2196,15735246,Norman,2,1,0,2,9,2,0,0,1,1
2197,15791700,Ugochukwutubelum,2,2,1,2,2,4,1,1,1,1
2198,15670753,Uvarova,1,1,1,1,2,1,1,1,0,0
2199,15573876,Chia,0,1,1,2,8,2,1,0,1,0
2200,15770174,Piazza,2,0,1,1,6,1,1,0,1,0
2201,15641114,Power,1,0,1,1,8,1,1,1,1,0
2202,15682435,P'eng,1,0,1,1,4,2,1,0,1,0
2203,15751788,Johnson,2,1,1,1,9,1,1,1,2,0
2204,15672598,Walker,1,1,1,1,9,1,1,1,2,0
2205,15762803,Innes,0,0,1,1,3,2,1,0,0,0
2206,15812982,Francis,0,1,1,1,2,1,0,0,2,0
2207,15597901,Chidozie,1,0,1,1,1,1,1,1,2,0
2208,15731507,Mackenzie,0,0,0,1,1,1,0,0,1,0
2209,15809826,Craigie,2,0,0,2,2,1,1,0,0,1
2210,15764237,Manfrin,1,1,1,1,9,2,0,0,1,0
2211,15769917,Onyekachi,1,2,0,1,1,3,0,1,1,0
2212,15641850,Pethard,1,0,1,1,0,1,1,0,1,0
2213,15770974,Nwabugwu,2,2,0,1,8,2,0,0,1,0
2214,15803749,DeRose,0,2,0,2,4,2,1,1,0,1
2215,15684999,Ch'eng,2,0,0,1,4,2,0,1,2,0
2216,15770225,Padovesi,0,0,1,1,9,2,1,1,1,0
2217,15627484,Obielumani,1,0,0,2,5,1,1,0,1,0
2218,15610337,Stephens,1,1,1,1,2,1,1,0,2,0
2219,15752488,Emery,2,1,0,1,9,1,1,1,1,0
2220,15610056,Dufresne,1,2,0,1,6,2,0,1,1,0
2221,15806049,Lee,1,2,0,2,5,1,1,0,1,0
2222,15736069,Hsing,2,2,0,1,6,1,1,0,1,1
2223,15763662,Longo,1,2,1,2,2,2,1,1,2,0
2224,15615575,Vial,2,0,1,1,8,2,1,1,1,0
2225,15691723,Chukwudi,1,1,1,2,9,1,1,0,1,0
2226,15774098,Grant,1,2,1,1,3,2,0,1,1,0
2227,15750808,Ma,2,1,1,2,2,2,1,1,2,0
2228,15744368,Sun,1,1,1,2,6,1,1,1,1,0
2229,15610594,Moss,1,0,0,1,8,2,1,0,0,0
2230,15756125,Booth,2,1,1,2,5,2,1,0,2,0
2231,15623277,Ross,1,0,0,1,8,2,1,1,2,0
2232,15795954,Ndukaku,2,0,1,1,2,1,1,0,0,0
2233,15671969,Pruneda,1,1,1,1,8,2,1,0,2,0
2234,15791268,Neumann,0,1,1,1,0,1,0,0,1,0
2235,15713655,Calabrese,2,0,0,1,10,2,1,1,1,1
2236,15633930,Yobachukwu,1,1,0,2,6,2,1,0,1,1
2237,15712849,Tung,1,2,1,2,3,1,0,0,2,1
2238,15639077,Marchesi,1,0,0,1,2,3,1,0,1,1
2239,15808784,Hess,2,0,1,1,2,2,1,1,2,0
2240,15648577,Pickering,0,0,0,1,3,1,1,1,2,1
2241,15670345,Mazzi,2,2,0,1,6,1,0,0,2,0
2242,15633112,Madukaego,1,2,1,2,3,2,1,0,0,1
2243,15714397,Trentino,1,2,0,1,2,2,1,1,2,0
2244,15780038,Paterson,2,1,1,1,6,1,1,0,2,1
2245,15756305,Marchesi,0,0,0,2,6,2,1,1,2,0
2246,15578799,Anayolisa,1,0,0,2,10,1,1,1,2,1
2247,15800326,Poole,1,1,0,1,6,2,1,0,1,0
2248,15785485,Zhou,1,2,0,2,2,1,0,1,1,0
2249,15783958,Bates,0,1,0,1,1,2,0,0,0,0
2250,15727546,Olejuru,2,0,1,1,9,2,1,1,0,0
2251,15739576,Bustard,1,1,1,0,8,2,1,1,0,0
2252,15631333,Wade,1,1,0,1,8,1,1,0,0,0
2253,15604782,Tan,2,2,0,1,7,1,0,1,2,0
2254,15589643,Ngozichukwuka,1,1,0,2,7,1,1,1,1,0
2255,15585533,Calabrese,1,0,1,1,6,1,0,1,2,0
2256,15681506,Lane,0,1,1,2,1,2,1,1,2,0
2257,15630551,Forbes,1,0,1,1,2,1,1,1,0,0
2258,15698349,Davy,1,1,0,1,4,2,1,1,2,0
2259,15776631,Ma,0,0,0,1,5,1,0,1,1,0
2260,15762216,Barrera,1,0,0,2,4,2,1,0,2,0
2261,15623927,Alexander,0,0,1,2,9,2,1,1,1,0
2262,15681402,Ngozichukwuka,2,2,0,2,1,1,1,1,1,0
2263,15586264,Murray,0,0,1,2,2,1,1,0,0,1
2264,15594685,Hall,2,0,0,2,2,2,0,0,2,0
2265,15812945,Padovesi,0,0,0,1,0,1,1,1,1,0
2266,15734628,Lysaght,1,0,0,1,5,2,1,0,1,0
2267,15629323,Kelechi,1,2,0,1,4,2,1,0,2,1
2268,15666823,Nebechi,0,0,1,1,4,2,1,0,2,0
2269,15777553,Hanson,1,0,0,2,9,1,1,0,1,1
2270,15613097,Kao,1,0,0,1,4,2,0,1,1,0
2271,15622217,Tu,0,0,0,1,8,2,0,0,0,1
2272,15703588,Palerma,1,2,1,1,5,2,1,0,0,0
2273,15570835,Fallaci,0,2,0,2,4,1,1,1,0,1
2274,15679299,Shen,2,1,0,1,7,1,0,1,1,0
2275,15808044,Ts'ui,0,0,0,2,9,3,1,0,1,1
2276,15579208,Chikezie,0,0,0,2,6,2,1,1,2,0
2277,15684951,He,0,0,0,2,2,2,1,0,0,1
2278,15667620,Dreyer,2,0,0,2,6,2,1,0,1,0
2279,15582960,Short,0,0,0,1,5,1,0,1,1,0
2280,15590730,Hunt,2,1,1,1,9,2,1,0,0,0
2281,15763747,Ricci,2,0,1,1,7,2,1,1,1,0
2282,15778320,Teng,2,2,0,1,5,1,0,0,2,0
2283,15642787,Ijendu,0,0,1,1,1,1,0,0,1,0
2284,15624633,Kibby,1,0,1,2,9,1,1,1,2,0
2285,15766765,Obiuto,1,2,1,1,7,1,1,0,2,0
2286,15783615,Ramos,1,2,1,2,3,4,1,1,0,1
2287,15640161,Calabrese,1,2,1,2,5,2,0,0,1,0
2288,15619889,Vasin,0,0,1,1,4,1,1,0,2,0
2289,15579166,Munro,1,0,0,1,7,1,1,1,2,0
2290,15789097,Keeley,1,0,1,2,8,2,0,1,0,1
2291,15674880,Archer,1,1,1,2,2,2,1,0,1,0
2292,15778157,Murray,1,1,1,1,8,2,1,0,1,0
2293,15779064,Chidiegwu,1,0,1,1,2,2,1,1,0,0
2294,15801265,Tang,1,1,0,2,0,1,1,0,2,1
2295,15589204,Farrar,1,0,1,1,9,1,1,0,1,0
2296,15664543,Shaw,1,0,1,1,7,1,0,1,2,1
2297,15582714,Napolitani,2,2,1,2,9,1,0,1,1,1
2298,15797595,Greenhalgh,1,0,0,1,9,1,1,1,1,0
2299,15614034,Martin,1,2,1,2,2,2,1,1,0,0
2300,15763171,Hu,1,2,0,1,2,1,1,1,0,0
2301,15647266,Y?an,1,1,0,2,10,1,1,0,0,0
2302,15757577,Odili,1,0,0,2,8,2,1,1,1,0
2303,15736656,H?,2,0,0,2,4,2,0,1,1,0
2304,15635078,Chiemela,1,1,1,2,0,1,0,1,2,0
2305,15680141,Yuan,2,1,0,1,7,1,1,1,1,0
2306,15576945,Clements,0,0,1,1,0,1,1,0,1,0
2307,15602034,Kolesnikov,1,0,0,1,2,1,1,0,1,0
2308,15732020,Rutherford,1,2,1,2,6,2,0,1,2,0
2309,15611029,Hsiung,0,2,0,1,4,1,1,0,1,0
2310,15621210,Angelo,1,2,1,2,9,1,1,1,0,1
2311,15569222,Mendes,2,0,1,1,6,1,1,1,0,0
2312,15664639,McGregor,1,0,1,0,9,1,0,0,2,0
2313,15724223,Bronner,0,0,0,2,5,1,0,0,0,1
2314,15644621,Mironova,1,2,0,1,9,2,1,0,2,0
2315,15756056,Ku,0,1,0,1,3,2,1,0,2,0
